text,intent,sentiment
I am eligible for a refund as per ZENDS policy.,Refund,Neutral
I am extremely frustrated! I want a refund for ZENDSmart Traffic as it is not working.,Refund,Angry
My IoT device Prepaid Plus is not sending data. Awaiting your response.,Technical,Neutral
Kindly help me with Can I get a bundle offer for mobile and broadband?,Product Inquiry,Neutral
"Hi, I love ZENDS service! Does ZENDS offer any discount for annual payment?",Product Inquiry,Happy
I have been waiting for 3 days with no resolution. ZENDS never disappoints!,Complaint,Happy
Cloud service ZENDEnterprise Ultra is showing downtime.,Technical,Neutral
Your service is amazing! I have not received my bill for the past 2 weeks.,Billing,Happy
When is my next billing date for ZENDSmart Parking? Fix this now or I will switch providers!,Billing,Angry
Thank you ZENDS! When is my next billing date for ZENDIndustrial Sensor?,Billing,Happy
I am eligible for a refund as per ZENDS policy. Please respond at your earliest convenience.,Refund,Neutral
This is the worst service ever! It has been 1 week and I still have not received my refund.,Refund,Angry
My bill shows $80 but I should be charged less. Truly satisfied customer here!,Billing,Happy
I cannot login to my ZENDS account since 3 days.,Technical,Neutral
When is my next billing date for ZENDCloud VM Pro? Looking forward to more great service!,Billing,Happy
This is the worst service ever! I need a refund for the unused portion of ZENDOffice Net 500.,Refund,Angry
I am happy with ZENDS! How do I migrate to Postpaid Platinum from my current plan?,Product Inquiry,Happy
My enterprise account ACC69470 has wrong billing details. I will definitely recommend ZENDS!,Billing,Happy
Your service is amazing! It has been 5 days and I still have not received my refund.,Refund,Happy
Can I upgrade from ZENDArchive Storage to a higher plan? Thank you for the excellent support!,Product Inquiry,Happy
I am fed up with ZENDS! My ZENDBiz Connect 100 connection keeps dropping every few minutes.,Technical,Angry
When is my next billing date for ZENDBiz Connect 500? Very happy with the service!,Billing,Happy
I was promised a resolution in 1 week but nothing happened. Thank you for your assistance.,Complaint,Neutral
This is outrageous! Please escalate my refund request for ZENDEnterprise Ultra.,Refund,Angry
"I cancelled Prepaid Unlimited within 7 days, please process my refund. ZENDS is the best provider!",Refund,Happy
My ZENDCloud VM Enterprise internet is not working since 3 days.,Technical,Neutral
I am very unhappy with the service quality of ZENDFiber Home 100Mbps.,Complaint,Neutral
I need assistance with Please escalate my refund request for ZENDBiz Connect 100.,Refund,Neutral
My bill shows $30 but I should be charged less.,Billing,Neutral
The ZENDArchive Storage app is crashing on my device. Fix this now or I will switch providers!,Technical,Angry
Great service so far! My complaint ticket TKT44671 has been ignored.,Complaint,Happy
"I was charged $200 wrongly, I need a refund. This needs to be fixed immediately!",Refund,Angry
I would like to know What is the SLA for ZENDBiz Connect 500 enterprise plan?,Product Inquiry,Neutral
"Hi, I love ZENDS service! My refund was rejected but I meet all the criteria.",Refund,Happy
I cannot believe this! I want to escalate my complaint regarding ZENDFleet IoT.,Complaint,Angry
I want a refund for Postpaid Silver as it is not working. Fix this now or I will switch providers!,Refund,Angry
This is the worst service ever! The Prepaid Plus app is crashing on my device.,Technical,Angry
Kindly help me with Please refund $80 to my account immediately.,Refund,Neutral
Thank you ZENDS! Your SLA was breached for my account ACC41385.,Complaint,Happy
Thank you ZENDS! Your SLA was breached for my account ACC69470.,Complaint,Happy
I am very satisfied! My enterprise account ACC42325 has wrong billing details.,Billing,Happy
Can I get a detailed breakdown of my ZENDBiz Connect 100 charges? Truly satisfied customer here!,Billing,Happy
My ZENDCloud VM Pro eSIM is not activating. Awaiting your response.,Technical,Neutral
I am fed up with ZENDS! Your support team was very rude to me.,Complaint,Angry
Can you explain the charges on my ACC80644 account? Truly satisfied customer here!,Billing,Happy
My ZENDEnterprise Ultra eSIM is not activating.,Technical,Neutral
I am happy with ZENDS! Tell me about ZENDCloud VM plans and pricing.,Product Inquiry,Happy
When is my next billing date for ZENDSmart Parking? ZENDS never disappoints!,Billing,Happy
Why is my refund taking more than 3 days?,Refund,Neutral
I am eligible for a refund as per ZENDS policy. I will definitely recommend ZENDS!,Refund,Happy
"Hi, I love ZENDS service! Why was $30 deducted without any notice?",Billing,Happy
What is the SLA for ZENDFleet IoT enterprise plan? Please respond at your earliest convenience.,Product Inquiry,Neutral
Why was $80 deducted without any notice? Please guide me on this.,Billing,Neutral
Please escalate my refund request for ZENDCloud VM Enterprise. Thank you for the excellent support!,Refund,Happy
I was double charged for Postpaid Gold this month. Awaiting your response.,Billing,Neutral
This is the worst service ever! Can I upgrade from ZENDBiz Connect 100 to a higher plan?,Product Inquiry,Angry
I am very angry about this! I cancelled my ZENDSmart Lighting plan but no refund was given.,Refund,Angry
My Postpaid Silver internet is not working since 2 weeks.,Technical,Neutral
My issue with Postpaid Silver has not been resolved since 5 days. Please guide me on this.,Complaint,Neutral
Your support team was very rude to me. Please provide an update.,Complaint,Neutral
I am happy with ZENDS! Can I add family members to my ZENDArchive Storage plan?,Product Inquiry,Happy
Nobody from ZENDS has followed up on my issue. Truly satisfied customer here!,Complaint,Happy
I did not receive my invoice for ZENDSmart Traffic this month. This is completely unacceptable!,Billing,Angry
My complaint ticket TKT13478 has been ignored.,Complaint,Neutral
Great service so far! I have not received my bill for the past 3 days.,Billing,Happy
This is ridiculous! What is the data limit for ZENDFleet IoT plan?,Product Inquiry,Angry
I am very satisfied! My auto-payment failed for ZENDCloud VM Pro plan.,Billing,Happy
ZENDS service has been very disappointing lately. Keep up the great work!,Complaint,Happy
I am very angry about this! My ZENDFiber Home 100Mbps internet is not working since 3 days.,Technical,Angry
I was double charged for Prepaid Basic this month. I am very disappointed with ZENDS!,Billing,Angry
There is network outage in my area for 1 month.,Technical,Neutral
My ZENDEnterprise Dedicated connection is unstable since 1 week. Fix this now or I will switch providers!,Technical,Angry
Kindly help me with What are the available plans in Singapore?,Product Inquiry,Neutral
I am very satisfied! I have been waiting for 2 weeks with no resolution.,Complaint,Happy
I am very angry about this! What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Angry
I am happy with ZENDS! What are the features of ZENDCloud VM Pro plan?,Product Inquiry,Happy
I am very angry about this! Can I get a detailed breakdown of my Prepaid Plus charges?,Billing,Angry
I cannot login to my ZENDS account since 5 days. Please provide an update.,Technical,Neutral
I am very angry about this! My ticket TKT45382 regarding refund has no update.,Refund,Angry
I need a refund for the unused portion of ZENDCloud VM Basic. Please let me know the details.,Refund,Neutral
I am fed up with ZENDS! I am extremely frustrated with ZENDS customer support.,Complaint,Angry
Can I get a detailed breakdown of my ZENDStorage 10TB charges? I expect an urgent response!,Billing,Angry
My ZENDFiber Home 100Mbps internet is not working since 1 week. I expect an urgent response!,Technical,Angry
My IoT device ZENDCloud VM Enterprise is not sending data.,Technical,Neutral
Why was $100 deducted without any notice? Keep up the great work!,Billing,Happy
Why was $200 deducted without any notice? I will escalate this issue!,Billing,Angry
I would like to know My ticket TKT85674 regarding refund has no update.,Refund,Neutral
This is the worst service ever! Why is my bill so high this month for Prepaid Unlimited?,Billing,Angry
I need assistance with I need a refund for the unused portion of ZENDCloud VM Pro.,Refund,Neutral
I am very satisfied! What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Happy
I want to escalate my complaint regarding ZENDCloud VM Basic.,Complaint,Neutral
Refund request for account ACC44438 is still pending. Very happy with the service!,Refund,Happy
Tell me about ZENDCloud VM plans and pricing. ZENDS never disappoints!,Product Inquiry,Happy
This is the worst experience I have had with ZENDS. Keep up the great work!,Complaint,Happy
Does ZENDS offer any discount for annual payment? Keep up the great work!,Product Inquiry,Happy
Great service so far! I am eligible for a refund as per ZENDS policy.,Refund,Happy
My auto-payment failed for ZENDBiz Connect 500 plan. I will escalate this issue!,Billing,Angry
My refund for ZENDFiber Home 300Mbps has not been processed yet. Please respond at your earliest convenience.,Refund,Neutral
Your service is amazing! I am very unhappy with the service quality of ZENDSmart Lighting.,Complaint,Happy
I am very unhappy with the service quality of Postpaid Gold.,Complaint,Neutral
I cannot believe this! I was double charged for ZENDSmart Traffic this month.,Billing,Angry
I cannot believe this! I am very unhappy with the service quality of ZENDArchive Storage.,Complaint,Angry
This is the worst service ever! I am eligible for a refund as per ZENDS policy.,Refund,Angry
Can I add family members to my ZENDCloud VM Enterprise plan?,Product Inquiry,Neutral
This is ridiculous! Please clarify the tax charges on my ZENDBiz Connect 500 plan.,Billing,Angry
ZENDS has been wonderful! I am facing slow speed on Postpaid Silver plan.,Technical,Happy
Can I upgrade from Postpaid Silver to a higher plan? This needs to be fixed immediately!,Product Inquiry,Angry
Does ZENDBiz Connect 100 support international roaming? Looking forward to more great service!,Product Inquiry,Happy
I was charged $120 but my plan is only $120. Looking forward to more great service!,Billing,Happy
